"word","weining","dafang","luquan","bijie","panxian","longlin","honghe","shiping","weishan","xide","chuxiong","yongren","shilin"
"󲮎","ɳdʐɯ³³","ʑɐ¹³","ho⁵⁵","ndʐɤ³³","ndzo³³",,,"tsʼo⁵⁵","tʂʼa³³",,,,
"󲮏","ʂa²¹","sa³³","ʂar²¹","zʊ¹³","ɕi²¹",,,,,"ʂo²¹",,,
"󲮐",,,,,,,,,,"tɕʼi²¹",,,
"󲮑","ʑi³³","dzo¹³",,"ʑi³³",,,,"tʼe²¹","tsa¹³","ȵdʑɛ³³",,,
"󲮒","ʑa¹³","ʈo²¹",,"ʑa²¹",,,,"ɕe²¹","sɔŋ³³",,,,
"󲮓","ʑa¹³","ʑa¹³",,"ʑa¹³",,,"me²¹","me²¹",,"mɛ²¹",,,
"󲮔","ku⁵⁵",,"ndʼɯ⁵⁵","ku⁵⁵",,"ndɯ⁵⁵",,"ku⁵⁵","tʼu²¹","（hi³³）ko³³",,"ku⁵⁵","xo⁵⁵"
"󲮕","kʼɪ³³","xɯ³³","nç²¹","kʼɪ³³","tɕʼɚ³³","mɯ²¹","mu²¹","mɤ³³","dɪ²¹",,,,
"󲮖","kʼo⁵⁵","fe⁵⁵","pʼe³³","fɪ⁵⁵",,"lu⁵³","kʼa²¹","kʼu³³","tsʼao²¹","（lɯ²¹）tʼu²¹",,,"（mu⁵⁵）lo²¹"
"󲮗","kʼɯ²¹","kʼɯ²¹","tɕʼi²¹","kʼɯ²¹","kʼɯ⁵¹","teʼi³³","tɕʼɤ²¹","tsʼɤ²¹","tɕʼi⁵⁵","ɕi³³",,"tɕʼi³³","tʂʼʅ³³"
"󲮘","gu²¹","tsʊ³³",,"gu²¹","go⁵⁵",,,,,,,,
"󲮙","ɣa³³","ɣa³³","ɣa²¹","ɣa³³","ʑa⁵¹","ʑe⁵³","ʑe³³","ʑe³³","ai⁵⁵","ʑɛ³³","ʑi³³","ʑe³³","ʑe⁴⁴"
"󲮚",,,,,,,"ɣo³³",,,,,,
"󲮛","he²¹","vi³³","ŋɚ²¹","he²¹","ŋɚ²¹","ei⁵³","ŋɛ²¹me³³","mer³³","ku⁵⁵","ɛ³³",,"bɯ³³","ŋɛ³³"
"󲮜","hɯ³³","hɯ³³",,"hɤ²¹",,,,"tɕe²¹",,,,,
"󲮝","po²¹","po²¹","pɔ²¹","po⁵⁵","po²¹",,"po²¹","pa²¹",,"po³³",,"po²¹","pɐ²¹"
"󲮞","pʼi³³","pʼu³³","pʼu³³","pʼu³³","pʼu³³","pʼɯ⁵⁵",,"pʼu³³","fi²¹","pʼu³³","pʼɯ²¹","pʼɯ²¹","pʼu²¹"
"󲮟","pʼɪ³³","ʟe³³","pʼə²¹","lɪ³³",,"pʼa⁵³","pʼa³³","xa²¹","kʼa³³","le⁵⁵",,,"pʼa³³"
"󲮠","pʼa³³",,"pʼa⁵⁵","bu²¹",,,,,,,,,
"󲮡","pʼu²¹","xʊ³³",,,,,"pʼo²¹",,,,,,
"󲮢","bu³³","bɯ³³",,"bu³³","bɪ³³",,"bɛ²¹","bei²¹gbei⁵⁵、pʼe⁵³","ha³³","la⁵⁵",,,
"󲮣","ma³³","me³³",,,,,,,"miao²¹",,,,"me³³"
"󲮤","ma²¹","ma²¹","ma²¹",,,"ma²¹",,"ma²¹","ma²¹","ma²¹、a²¹",,"ma²¹","mɐ²¹"
"󲮥",,"tso³³",,"tso³³",,"tɕou⁵³","tsɛ⁵⁵","tsɛ⁵⁵",,"tɕʼy³³",,,
"󲮦",,"tɕʼi⁵⁵","tsʼɯ⁵⁵","tɕʼi⁵⁵","tsʼɿ⁵⁵","tɕʼɯ²¹","tsʼi²¹","tsʼɿ²¹","tu²¹","tsʼɿ²¹",,,
"󲮧",,"ʟi³³",,"dzo³³",,,"dʐo⁵⁵","zu⁵⁵",,"dzo³³",,,
"󲮨","dzɯ³³","dzɯ³³","ndzʼe³³","dzɿ³³","dz⁵⁵","dɚ²¹","nde⁵⁵dʑi⁵⁵","dʑe",,"ndzi³³",,"dze³³","dzɯ²¹"
"󲮩","dzɿ¹³","dʑi¹³","dzer⁵⁵","dʑi¹³","dzɯr²¹","dʑɯq⁵⁵","dzɤr²¹","dzɤr²¹",,"dzɛ⁵⁵",,"dze²¹","dzɤr²¹"
"󲮪","za¹³",,,"za¹³",,,,"tɕʼi²¹",,"zo⁵⁵",,,
"󲮫",,,,"zɪ³³","ʑi³³","ŋə⁵³","vɤ³³","ȵe²¹",,"zɛ³³",,"zɯ²¹","zɤ³³"
"󲮬","te⁵⁵","to²¹",,"te⁵⁵",,,,,,,,,
"󲮭","to³³","to³³",,"to³³",,,,"ti⁵⁵",,,,,
"󲮮","to²¹","to²¹",,,,,"pa⁵⁵",,"tʼa³³、ɕia⁵⁵",,,,
"󲮯","tʼo²¹","ʈo²¹",,"kʼe³³","tʼo⁵¹",,"tʼu³³",,"de²¹","mo³³",,,
"󲮰","dɪ³³","dɛ³³","ɳdʐʼe²¹","dɪ³³",,,"dʑe²¹","dʑe²¹","dʑi⁵⁵","ȵdʑi⁵⁵",,"dʑe³³",
"󲮱","ba³³",,,,,,"da³³","dᴀ³³","tʼur²¹","va²¹","ba²¹",,
"󲮲","nda¹³","nda¹³",,"nda¹³",,,,"tso²¹","dy⁵⁵","pi⁵⁵",,"tso¹³","tso²¹"
"󲮳","nʊ¹³","nʊ³³","xɯ³³","nu³³","nu³³","nou³³","xɯ⁵⁵","xɯ⁵⁵","ʂu⁵⁵","nᴀ³³",,,"xɯ³³"
"󲮴",,"nɯ³³",,"tsʼo¹³、bu⁵⁵",,,,"nɯ⁵⁵",,,,,
"󲮵","nɯ²¹","nɯ²¹","ne²¹","nɤ²¹","ȵɪ²¹",,"nɤ⁵⁵","nɤ⁵⁵（ku⁵⁵）",,,,,"ʑi³³"
"󲮶","ɬu³³","tʼi⁵⁵",,"ɬu³³","ɬɚ⁵⁵",,,,,,,,
"󲮷",,"ʟu³³","ɬɯ²¹","pa¹³",,"laɯ⁵³",,"ɬɯ³³",,"ɬɿ³³",,,
"󲮸",,"a³³",,,,,"lɤ³³",,,,,,
"󲮹","ʈe²¹、no⁵⁵","ʈe²¹、no⁵⁵",,"te²¹",,,,,"tɕʼuŋ⁵⁵",,,,
"󲮺","ʈa³³","ʈa³³","ʈa²¹","ʈa³³","ʈa⁵¹","ʈe⁵³","ta²¹","tæ³³","pᴀ³³","（ba³⁴）tɕɔ³³",,"pie³³","tɬɤ⁴⁴"
"󲮻","tʂʼɯ³³","nɐ⁵⁵","ʔe⁵⁵","nu⁵⁵",,,"xe³³","tsʼor²¹","ka²¹","tsi³³","fu²¹","fu²¹","kʼɯ²¹"
"󲮼","dʐʅ²¹","dzɿ²¹","dʐe²¹","dʑi²¹","dʑi⁵¹","dʑe²¹","dʑe²¹","dʑe²¹","ɕi³³、dʑi³³","dʐɯ³³","tɕʼe³³",,
"󲮽","ʂu⁵⁵","sɿ⁵⁵","ʂɯ⁵⁵","ʂʅ⁵⁵","sɿ⁵⁵","ɕi⁵³","se³³","ɕe³³","ʂʅ²¹","tɕʼi²¹、ȵdʑo²¹",,,
"󲮾","ʂe³³","xɯ³³","ʂɚ²¹","xe³³",,"xɚ⁵³","ɕɛ³³","sɛ³³","sɿ³³","ʂɿ³³","tʂɯ³³","ɕe²¹","tɕi²¹"
"󲮿","ʂɯ⁵⁵","sɿ⁵⁵","ʂɯ⁵⁵","ʂʅ⁵⁵","ɕi⁵⁵","ɕi⁵⁵","sa³³","sæ³³","mi²¹","ʐʅ²¹","zi²¹","mie²¹","mi²¹"
"󲯀","tɕi⁵⁵","tɕi⁵⁵",,"tɕi³³","kɯ⁵¹",,,,,"ʑɛ⁵⁵",,,
"󲯁","tɕi³³","tɕi³³",,"tɕi⁵⁵",,,"tsi⁵⁵","tʂʅ⁵⁵，tɕi⁵⁵","（a⁵⁵）pʼi⁵⁵（za²¹）","tʂʅ⁵⁵",,,"ti⁵⁵"
"󲯂",,,"dʑɔ²¹","vu³³、sʊ³³",,,,,"kʼᴀ²¹",,,,
"󲯃","ȵy³³","ȵɐ³³","ȵɔ²¹",,,,,"hᴀ⁵⁵","by⁵⁵","bu⁵⁵（zɯ³³）",,"be³³","pɪ³³"
"󲯄","ɕy³³","xɯ³³","xɯ³³","fi³³",,"xɯ⁵³","xm³³","xɯ³³","tsaŋ³³（tsɿ³³）",,,"xe²¹","xɯ²¹"
"󲯅",,,"ʑa³³","ʑa³³",,,,,,"me²¹",,,
"󲯆","ka¹³","do¹³",,,"kɯ⁵⁵",,,"zᴀ⁵⁵",,,,,
"󲯇","kʼa³³、kʼa²¹","kʼa³³","kʼa³³","kʼa³³","kʼa⁵¹","kʼe²¹","tɕʼe³³","tɕʼer³³","ty⁵⁵（ko³³lo³³）","kʼo⁵⁵",,"kʼa³³","kʼe⁴⁴"
"󲯈","ge³³","guɯ²¹","hɔ⁵⁵","kue²¹","gɚ²¹","ga²¹","dʑu⁵⁵","dzu⁵⁵",,"bu²¹",,,
"󲯉",,,"ŋər²¹","ŋɯ⁵⁵","ŋɐ³³","ŋɯa³³","ŋɤ³³","ŋɤr³³",,,,,"ŋɤ⁴⁴"
"󲯊","xe²¹","xa²¹",,"xe²¹",,,,"go⁵⁵",,,,,
"󲯋","xʊ⁵⁵、fu⁵⁵","le³³","xu⁵⁵","xu⁵⁵",,,"bɤr³³","tsɤr²¹","dʑy³³","ʑu³³",,,
"󲯌","ɣo¹³","ɣo¹³",,"ɣo¹³",,,,,,,,,
"󲯍","ʔɯ²¹","ʔɯ²¹","ʔe²¹","ʅɤ²¹",,"ʑi²¹","ʑi²¹","ʑi²¹.ɣɤ²¹","i³³","i²¹","a⁵⁵","ɔ⁵⁵","ɪ³³"
"󲯎",,"tu³³","tse³³","tsɪ¹³","tsɯ⁵⁵",,,"tsæ²¹","tsaŋ²¹",,,,
"󲯏","tsɯ⁵⁵","ve³³","tɕʼi²¹","tsu⁵⁵",,"tɕʼe⁵³","tɕʼe³³","pʼi³³","pʼaŋ²¹","tsa⁵⁵","tsu³³","tɕʼi³³","tɕʼi³³"
"󲯐",,"pa⁵⁵",,,,,"dzɛ⁵⁵","dzɛ⁵⁵",,,,,
"󲯑","dzu³³","dzu³³",,"dzu³³",,,"dzo³³","dzo³³",,,,,
"󲯒",,,"dzu³³","dzu²¹","dzu⁵¹",,,,"xuŋ³³",,,,
"󲯓","dzɯ⁵⁵、ka³³dʑe²¹","dʑi⁵⁵、kua⁵⁵","ka²¹","kua³³",,,"gur³³","gur³³","bɔ³³","dzi²¹","bu³³","dzi²¹",
"󲯔",,"tʼe³³",,,,,,,,"zi⁵⁵",,,
"󲯕","tʼu³³","bɯ²¹","kɯ²¹","tʼu⁵⁵","tʼo³³","ba²¹","pi²¹","pi²¹","kʼa⁵⁵","ki⁵⁵","ɣɯ³³","be³³","ku³³"
"󲯖","tʼɯ¹³","tʼu¹³",,"tʼu¹³","tʼɯ⁵⁵",,,"tʼɯ²¹",,,,,
"󲯗","du³³","du³³",,"du³³","dɐ³³",,,"dᴀ³³",,,,,
"󲯘","ndɪ³³",,,"ndɪ³³",,,,,,,,,
"󲯙",,,,"ndi³³",,,"dza²¹","du³³","ɕɪ³³","ndi⁵⁵",,,
"󲯚","ly³³","lɯ³³","tɕʼu²¹","la³³",,,,"tɕʼe³³","ty³³",,,,
"󲯛","ʈʼʊ²¹","ʈʼʊ²¹",,"ʈʼu²¹",,"tɯa³³",,,,,,,
"󲯜","ʂe³³、tɕi³³","xɯ³³","ʂɚ²¹","xe³³",,"xɚ⁵³",,"tɕi³³",,"tʂʼɿ³³","tʂʅ³³","tɕe³³",
"󲯝","ʂʅ³³","ʂɿ³³","ʂʅ³³","ʂʅ³³","ɕi³³","ɕi⁵³","ʂʅ³³","ɕi³³","ʂʅ²¹","ʐɿ³³","ʂʅ⁵⁵","ʂʅ⁵⁵","ʂʅ⁵⁵"
"󲯞","tɕi¹³、kʼu³³",,"kʼɔ³³","tɕi³³",,"kʼə⁵³","kʼa³³","kʼᴀ³³","kʼᴀ²¹","kʼɯ³³","kʼa²¹","kʼɔ²¹","kʼɐ²¹"
"󲯟","tɕɪ¹³","tɕie²¹",,,"tsʼu³³",,"dzɛ²¹",,"tʂʼaŋ²¹","ka⁵⁵",,,
"󲯠",,,,"ke²¹",,,,"kɛ²¹",,"kɛ²¹",,,
"󲯡","gu²¹","ʑa³³","le⁵⁵","go¹³",,,"fæ³³","fær³³","ʑa³³","tʂɯ⁵⁵",,,"fᴀ⁴⁴"
"󲯢","kʼu²¹","kʼʊ²¹","kʼu²¹","kʼu²¹",,"kʼɚ²¹","kʼa²¹","pʼɤ³³","kʼur³³","kʼu²¹",,"ku³³","kʼu³³"
"󲯣",,,,,,,,"go⁵⁵",,,,,
"󲯤","be²¹",,,,,,,,,,,,
"󲯥","vi⁵⁵","vi³³",,"vi³³",,"ve⁵³","vi⁵⁵","ʔi⁵⁵","ku⁵⁵","ɛ³³",,"ɛ⁵⁵","ɪr⁵⁵"
"󲯦",,"ʈʼe¹³",,"zɿ³³",,,"tsɤ³³","tsɤ²¹",,,,,
"󲯧","tɯ⁵⁵","ti⁵⁵","te⁵⁵","tɪ¹³",,"tɯa⁵⁵","tɤ³³","te⁵⁵","te⁵⁵","ti²¹","tɛ⁵⁵","te⁵⁵","tu⁵⁵"
"󲯨",,,,,,,"ɬa³³","tʼær³³",,,,,
"󲯩","tʂʼɪ³³","tsʼɛ³³","tʂʼɿ²¹","tʂʼɪ³³","dzu⁵¹","tɕʼə²¹","tɕʼi³³","tɕʼi³³","go³³",,,"gu²¹",
"󲯪","ȵdʑo¹³",,,,,,,,,,,,
"󲯫",,,"po²¹","go²¹",,,,"to²¹",,"go²¹",,,
"󲯬","ma³³","ma³³","mar³³","ma³³","ma⁵¹","me⁵⁵","ne³³","mer³³",,"ma³³","ma²¹","me²¹","me³³"
"󲯭","mu³³","mɐ³³","ɳɯ²¹","mu³³","mu³³","maɯ⁵³、ɬi³³","ɬi⁵⁵","ɬi⁵⁵","tʂʼa³³","pʼur³³",,"piɯ³³","ʑɛ²¹"
"󲯮",,"bɯ³³","nɛ²¹","nɪ³³",,,,"næ³³",,,,,
"󲯯","ʂo²¹",,"ʂə⁵⁵","ʂo³³",,,"tso⁵⁵","tso⁵⁵",,,,,"ʂo⁴⁴"
"󲯰","tɕʼi²¹","tsʼɿ³³",,"tɕʼi²¹",,,"tsɤ³³",,,,,,
"󲯱","dʐɪ¹³","dzɛ¹³","dʐi⁵⁵","dʐɪ¹³","dʑi²¹","tɕei⁵⁵","dʑi²¹","dʑi","tɕʼy²¹","dʐe²¹","dʅ²¹",,"dʐi³¹"
"󲯲",,,,,,,,"sᴀ²¹",,,,,
"󲯳","tʼɪ²¹","ʈie⁵⁵","tə²¹","tʼie²¹",,,"tɛ²¹","tær²¹","tiŋ²¹","tsi²¹",,,"tʼi³³"
"󲯴","ʑo¹³","ʑo¹³",,"ʑo¹³","ʑɪ²¹",,"ɬe²¹",,,,,,
"󲯵","ɣʊ²¹ɣɯ²¹","ɣʊ²¹","du⁵⁵","ɣu²¹",,"ɣɔ³³","ɣo²¹","ɣo²¹","pe⁵⁵","ɣa³³",,,"ɣɐ³³"
"󲯶",,,,,,,"pʼa³³","pʼᴀ³³",,,,,
"󲯷","bi²¹","bu²¹","bu²¹","bu²¹","bu²¹","bɯ²¹","bu²¹","bu²¹","vi³³","bu²¹","bɯ⁵³",,"bu²¹"
"󲯸",,,,,,,"bær³³",,,"mba³³",,,
"󲯹",,"mʊ⁵⁵",,"ȵa⁵³",,"mɯa³³","ma⁵⁵","mᴀ⁵⁵","ma²¹",,,,
"󲯺","va³³","tʼɐ⁵⁵bvɪ³³","vɚr²¹",,"vɚ⁵¹","xo⁵⁵","fi³³",,"lao³³","va⁵⁵",,,
"󲯻",,"dzo³³","dzor²¹","dzo³³",,"tɕʼɯ⁵³","dzu³³",,"xe⁵⁵","ndzur³³",,"tur⁵⁵","tʂɤ⁵⁵"
"󲯼","se⁵⁵","se⁵⁵","sər⁵⁵","se⁵⁵","ɕɚ²¹","ɕa⁵³","sa²¹","sær²¹","sa²¹","sɿ²¹","si⁵⁵","sa⁵⁵","sa⁵⁵"
"󲯽","tie³³","ta³³","ɿɤ³³","pʼu³³",,,"ɿɤ³³","ɿɤ³³","tɬ³³ttsʼu³³",,"tə³³","tɛ³³","ɣɯ³³"
"󲯾",,"nu³³",,"tʼi⁵⁵",,,,"tʼi⁵⁵",,"hne³³",,,
"󲯿","ndo²¹",,"ndʼɔ²¹",,,,"da²¹","dᴀ²¹","du⁵⁵","ndo²¹",,"dɔ³","tʂi⁵⁵"
"󲰀","lu³³","lu³³","lo³³","lu³³",,"lu⁵³","lo³³","lo³³ylo³³","tʂaŋ³³（tʂɪ̩³³）","lɯ³³","lo³³",,"lɐ³³"
"󲰁","tɕʼy³³","kʼɯ³³","kʼɯ³³","kʼɯ⁵³","kʼɯ³³","kʼɯ⁵³","kʼɯ³³","kʼɯ³³","kʼɯ³³","kʼu³³kʼɯ²¹",,"kʼɯ²¹","kʼɯ²¹"
"󲰂",,,,"kɯ³³",,,,"tsɤ⁵⁵",,"kɯ³³",,,
"󲰃",,,,"nɤ³³",,,,"ŋæ²¹","tʼa³³",,,,
"󲰄","xɯ⁵⁵","xɯ³³",,"xɯ³³",,"ɤa²¹","xo²¹","bɤ²¹","tsᴀ³³","ɣo³³",,,"ʂi²¹"
"󲰅",,,,,,,"bo²¹",,,,,,
"󲰆","bu³³","bu³³","bo³³","bu³³","bʊ³³","bu⁵³","bo³³","bo³³","ba²¹","（i³⁴）bo³³","bo³³","bo²¹","bɐ²¹"
"󲰇","m̩²¹",,,,,,"bɤ²¹",,"pɸ²¹",,,,"vɐ³³"
"󲰈","vu³³","vɐ³³","ɣɯr²¹",,,,"fu³³","fur³³","wu²¹","vur³³","xɯ³³",,"xɯ³³"
"󲰉",,"ŋo²¹",,"dzo³³",,"ndʑou²¹","dzo²¹","dzo²¹",,,,,
"󲰊",,,,"ndzɯ⁵⁵",,,,,,,,,
"󲰋","ze²¹","zɛ³³",,"ze²¹",,,,,,"sa⁵⁵",,,
"󲰌","te⁵⁵","te⁵⁵","ndʼɯ⁵⁵","te⁵⁵",,"ndɯ⁵⁵","dɯ²¹","dɯ²¹",,"ŋo²¹",,,
"󲰍","tʼɯ²¹","tʼɯ²¹","tʼe²¹","tʼr²¹","tʼɯ²¹",,"tʼe²¹","tʼe²¹",,"tʼɯ³³",,,
"󲰎","do³³","do³³",,"do³³",,,,,"fa²¹",,,,
"󲰏","du³³","dɯ³³","ɕe³³、le³³","du²¹",,"ki³³","do²¹","do²¹","ȵi³³","si³⁴",,,
"󲰐","ɬe²¹",,,"ɬe²¹",,,,,,,,,
"󲰑",,"xu³³",,,,,,,,"li²¹",,,
"󲰒","le⁵⁵",,"lə⁵⁵","le⁵⁵","lɯ⁵⁵",,"læ²¹","læ²¹","maŋ³³","ba²¹（ha³³）","lo³³",,"la³³（ʂi³³）"
"󲰓","dʐɪ¹³","dzɛ¹³","dʐi⁵⁵","dʐɪ¹³",,,"tɕo²¹","tsor²¹",,,"tɕo⁵⁵",,"ɬo²¹"
"󲰔","ʑɪ³³","ʑi³³",,"ʑi³³","ɣɯ⁵¹","ʑe⁵⁵",,"ʑi⁵⁵",,,,,
"󲰕","ko¹³","ko³³","kɔ³³","ko³³","ko³³","ko³³","ka⁵⁵","kᴀ⁵⁵","ku⁵⁵","ko³³","ka⁵⁵","kɐ⁴⁴","ko³³"
"󲰖","ku¹³","kʊ³³",,"ku³³","gu²¹",,,,,,,,
"󲰗",,,"ba²¹","ba³³",,,,"tʼe⁵⁵",,,,,
"󲰘","me³³","me³³",,,"mɚ³³",,"mɛ⁵⁵","mɛ⁵⁵",,,,,
"󲰙",,,,"va¹³",,"fre⁵⁵","fe⁵⁵","fe⁵⁵",,,,,
"󲰚","fu¹³","fɐ³³","fu³³","fu³³","fu³³","fɔ³³",,"xo⁵⁵",,"fu³³",,"fu³³","fu³³"
"󲰛","dzɯ³³","tsɯ³³","tɕa³³","dzɿ³³","dzɿ³³","tɕʼu⁵³","lɤ³³tɕa⁵⁵","tɕa⁵⁵",,"ku³³",,"tɕa⁵⁵","dzi²¹、tɕa⁵⁵"
"󲰜","lo²¹","ʟo²¹",,"lo²¹",,,,"lɤ²¹",,,,,
"󲰝","tɕʼy³³","tɕʼi³³","tɕʼɯ³³","tɕʼi³³",,"ʑo²¹","tʂʼʅ³³","tsʼɿ³³","ʂaŋ³³","zo³⁴、dʑɛ⁵⁵",,"ʂa³³",
"󲰞","ʑɪ³³","ʑi³³","ʑe³³","ʑe³³","ʑi³³","ʑi³³","ʑi³³","ʑi³³","ɣu²¹","ʑɿ³³","ʑi²¹","ʑe²¹","ʑɿ²¹"
"󲰟","ŋɯ⁵⁵","ŋɐ¹³","ŋɯr⁵⁵","ŋo¹³",,"ŋaɯ⁵⁵","ŋɯ²¹","ŋɤr²¹","tʂuaŋ³³","ho⁵⁵","ze³³",,"ŋu⁵⁵"
"󲰠","dze²¹","ʑi³³",,"dʑe²¹",,,,,,,,,
"󲰡","lo¹³","ʟo³³",,"lo³³",,,,,,,,,
"󲰢",,"ka³³","tɕe²¹","tɕi³³",,,"tɕi⁵⁵","tɕi³³","ʑa⁵⁵","kɛ²¹",,,
"󲰣",,"go²¹","kə³³","kʼɯ²¹",,,"kʼɤ³³","kʼɤ³³gᴀ²¹",,"nɪ⁵⁵",,,
"󲰤","tɕɪ¹³","tɕi³³","tɕe³³","tɕi³³","tsɐ³³","tɕe³³","tɕi⁵⁵","tɕe⁵⁵",,,"tʼu²¹",,
"󲰥","pi¹³","de¹³",,,,,,,"da⁵⁵","xi⁵⁵",,,"pʼe²¹"
"󲰦",,,"fç³³","fe³³",,"fei⁵³","fɛ⁵⁵","fɛ⁵⁵","ne⁵⁵",,,,
"󲰧","tsʼɪ¹³","tsʼɛ¹³","tsʼir³³",,,,"tsʼi³³","tɕʼir³³","tai⁵⁵","tsʼɿ³³","tsʼir³³",,"pɪ⁵⁵"
"󲰨","tɯ³³","tɯ³³","tʼe³³","tɤ³³",,"ti⁵¹","tɤ³³","tɤ³³","taŋ³³","tʼi²¹","ti⁵⁵","ti⁵⁵","（a²¹）tʼi²¹"
"󲰩","tʼa¹³","nɖɐ¹³","tʼar⁵⁵","tʼa¹³","tʼa²¹","tʼe⁵⁵","ti⁵⁵","te⁵⁵","tiŋ⁵⁵","ndzi³³",,"te⁵⁵","ti⁵⁵"
"󲰪",,,,,,,"li²¹",,,,,,
"󲰫",,,,,,,,,,"lɛ²¹",,,
"󲰬","lie²¹","li²¹","le²¹","li²¹",,"le²¹","le²¹","le²¹","la⁵⁵","la³³","le³³","le³³","lɪ³³"
"󲰭","lɯ²¹","lɯ²¹","le²¹","lɤ²¹","lɐ²¹","lɯa²¹","tɛ⁵⁵","lᴀ²¹","tʂa²¹","lɛ⁵⁵","lɯ⁵⁵","le⁵⁵","lɯ³³"
"󲰮","tɯ³³","dʑu²¹",,,,,,,,,,,
"󲰯","ʂa³³",,,"ʂa³³",,,,,,,,,
"󲰰","ʂʅ³³","sɿ³³","ʂe³³","ɕi²¹","ɕɪ³³",,"ɕe³³","ɕe⁵⁵","ɕa⁵⁵","ʂɯ³³","sa³³","sa⁴³","ɕɪ³³"
"󲰱",,"sɿ³³",,"ʂʅ³³",,,,,,,,,
"󲰲","tɕy³³","kɯ³³","kɯ³³","kɯ³³","kɯ³³","kɯ⁵³","kɯ⁵⁵","kɯ⁵⁵","ku³³","gu³³","kɯ³³","kɯ⁵⁵","kɯ⁵⁵"
"󲰳","tɕy¹³","tɕie²¹",,"kɯ³³",,,,"te³³","ʂa³³（fu³³）",,,,
"󲰴","tɕʼʊ³³","ɬɐ¹³",,,,,,"be²¹","pʼoŋ²¹",,,,
"󲰵",,,,,,,,,,"go³³",,,
"󲰶",,,,,"pʊ²¹",,"pa³³","pᴀ⁵⁵",,"do³³",,,"pa³³"
"󲰷",,"hɯ⁵⁵",,,,,"pʼi³³","pʼi³³",,"dzu³³",,,"ɬi³³"
"󲰸",,,,,,,"pʼe⁵⁵","pʼe⁵⁵",,,,,"bo⁵⁵"
"󲰹","bi¹³","ʈo²¹",,"to²¹",,,"po²¹",,,"pa⁵⁵",,,
"󲰺","be⁵⁵",,,,,,"bɛ²¹","bɛ²¹",,,,,
"󲰻",,"mbe⁵⁵、mbe³³",,"mbɪ³³",,"dʑə⁵³","tsa³³","dzɛ³³",,,,,
"󲰼","mbi²¹","mbu²¹",,"mbu²¹",,,,,,"dzɿ³³",,,
"󲰽","mi¹³","mu³³","mu³³","mu²¹","mu²¹","mu⁵³","mu³³",,"m⁵⁵","mu³³","mɯ⁵⁵",,
"󲰾",,"mi²¹",,,,"mi¹³","nɤ³³","nɛ²¹",,,,,"mɤ²¹"
"󲰿","mo¹³","mo¹³","mor⁵⁵","mo¹³","mur","mu⁵⁵","mo²¹","mor²¹",,"mu⁵⁵",,,"mɤr²¹"
"󲱀","va³³",,"var³³",,,,"ve³³","ve³³",,"mba³³",,,
"󲱁","va³³","va³³",,"va³³",,,,,"pe³³","zi²¹",,,
"󲱂","tsu²¹","bu⁵⁵",,"tso⁵⁵",,"pa⁵³","pa³³","tsu³³","pɪ³³","tu³³",,"pa³",
"󲱃",,"to²¹","tsɯ⁵⁵","dzɿ²¹",,,,,,"tɕa⁵⁵",,,
"󲱄","tsɯ¹³","tsɐ¹³","pe³³","tsu¹³","tsɿ²¹","ne⁵⁵","ba²¹","ŋæ²¹","pi⁵⁵","ʂu³³",,"pe¹³","ku³³"
"󲱅",,"tsʼu³³","dzʼə³³","tsʼu³³","tsʼo⁵¹","dʑə²¹","dzɤ²¹","zɤ²¹、dzɤ²¹","tɕʼi²¹","ʐɔ²¹",,,
"󲱆",,"dza³³",,,,,,,,,,,
"󲱇","dzo³³","dzo³³","tsɯr⁵⁵","dzo³³","tsʼu⁵¹","tɕʼou⁵³",,"ta⁵⁵","ti⁵⁵","tsʼur³³",,"ti⁴⁴",
"󲱈",,"za¹³",,,,,,,,,,,"ti⁵⁵"
"󲱉",,,,"dʑɿ²¹",,,"to⁵⁵","to⁵⁵",,,,,"to⁵⁵"
"󲱊",,,,,,,,,,,,,"to⁵⁵"
"󲱋","to¹³","to⁵⁵","to⁵⁵",,,"tu⁵⁵","（tu³³）to²¹","tu²¹",,"tu⁵⁵","tu⁵⁵","tu⁵⁵","tu⁵⁵"
"󲱌","tʼa⁵⁵","ʈʼo³³",,"tʼa⁵⁵",,"ko³³","kʼɯ⁵⁵","kʼo²¹","ku³³","ku⁵⁵",,,
"󲱍","tʼa³³","pi²¹","tʼa²¹","tʼa¹³",,"tʼe⁵³","tʼe³³","tʼe³³","na⁵⁵","tʼɔ³³",,"tʼiɛ³³",
"󲱎","tʼo³³","tʼo³³","dɤr²¹","tʼo³³","tʼo⁵¹","kʼei⁵³、da⁵³","dzi³³","dʑi³³","kʼa³³tsʼʅ⁵⁵","kʼɛ³³",,"da³³","dᴀ³³"
"󲱏",,"ȵdʑie²¹",,"tʼɤ³³",,,,,,,,,
"󲱐","di¹³、die¹³","dzo⁵⁵",,"di³³","dɯ²¹",,,"nɤr³³","dʑɪ³³",,,,
"󲱑",,,,"di²¹",,,"di²¹","di²¹",,,,,
"󲱒","de²¹","die²¹",,"die²¹","dɚ⁵⁵","dɚ³³","tsɿ³³","tsɿ²¹","tsɿ²¹","dɛ²¹（tsɿ⁵⁵）",,"tsi⁵⁵","tsi⁵⁵"
"󲱓","du⁵⁵","dʊ³³","du⁵⁵","du⁵⁵","du⁵⁵","dɔ²¹",,"do²¹","ɕi⁵⁵","ɤa³³",,"（me²¹）die³³","do²¹"
